"BGC","id","lon","lat","elev"
"CMAun",3020365,-127.032326041375,52.2469769495743,1285.43347167969
"CMAun",1614219,-130.161052516178,56.3813655055641,1722.69348144531
"CMAun",952524,-132.569054499464,58.0630559857708,1744.19604492188
"CMAun",3875422,-123.601900942216,49.9674762322178,1680.45715332031
"CMAun",336289,-136.535832708589,59.4095257722485,1566.13427734375
"CMAun",3480459,-124.506996815284,50.9731383134045,2603.50390625
"CMAun",1784065,-129.72526561433,55.8673604418465,1676.28332519531
"CMAun",3540424,-124.121493017495,50.8111149781022,2552.794921875
"CMAun",2815010,-127.926247891318,52.8447871867242,1073.56665039062
"CMAun",3244427,-125.451201769287,51.6100576314894,1849.44970703125
"CMAun",3087545,-126.300427526733,52.0514315448991,1751.04077148438
"CMAun",3436229,-125.216547283676,51.0904655562096,1760.26171875
"CMAun",933625,-133.138929678803,58.1077520782679,1188.12329101562
"CMAun",2176753,-129.378870897477,54.6549789328603,1785.705078125
"CMAun",1732152,-129.540894232779,56.0293837771488,1821.17358398438
"CMAun",817081,-132.74225185789,58.3815156448132,1330.81884765625
"CMAun",1641171,-130.121943435243,56.303147343694,1473.5185546875
"CMAun",966621,-132.423792198848,58.0295339163979,1912.5361328125
"CMAun",857789,-133.233908875359,58.2865364482567,1553.29699707031
"CMAun",3158440,-125.769661428329,51.8502991286618,2462.65185546875
"CMAun",1956625,-129.211260550613,55.3310073318802,1671.70373535156
"CMAun",829033,-133.178038759738,58.3535805870025,1388.63269042969
"CMAun",3538235,-124.73047727777,50.8167019896643,1834.69311523438
"CMAun",891253,-132.50759737228,58.2083182863866,1471.43811035156
"CMAun",2278284,-129.658221475584,54.3532803085042,1203.70324707031
"CMAun",3218045,-125.937271775194,51.6826887817973,2275.47192382812
"CMAun",3689190,-123.40635553754,50.4311981918761,2048.01977539062
"CMAun",3713879,-123.886838531885,50.3697410646925,2130.90795898438
"CMAun",3398558,-124.685781185272,51.1910317643283,2086.59375
"CMAun",931388,-132.490836337594,58.1133390898301,1766.8623046875
"CMAun",3417553,-124.283516352798,51.1407486602689,2041.89050292969
"CMAun",3519871,-123.825381404702,50.8669850937237,2050.66479492188
"CMAun",1264666,-132.306464956043,57.2976354017564,1484.64172363281
